commit	file	test	start	end	new	classes	sources	subjects	subject_witnesses	destinations	impact	evidence	bindings	needles
1f1d2daa	src/attention_ownership.rs	attention_ownership::tests::attention_only_one_function_resolves_a_configuration_path	786	818	NEW	"[""named body / positive requirement"", ""scoped negative"", ""arity / uniqueness""]"	"[""include_str!(\""attention_codex.rs\"")"", ""include_str!(\""attention_copilot.rs\"")"", ""include_str!(\""attention_hooks.rs\"")"", ""include_str!(\""main.rs\"")"", ""include_str!(\""settings.rs\"")""]"	"[""editable"", ""main""]"	"{""editable"": [], ""main"": [{""symbol"": ""main"", ""start"": 125552, ""end"": 125889, ""moves"": false}]}"	{}	retained subject: no 2a move	parsed dependency closure; inferred classification; see test body	"[""src/attention_ownership.rs:786 attention_ownership::tests::attention_only_one_function_resolves_a_configuration_path""]"	"[""\""attention_hooks.rs\"""", ""\""#[cfg(\"""", ""\""test)]\"""", ""\""///\"""", ""\""\n\"""", ""\""editable\"""", ""\""_target\"""", ""\""the definition, and the one call in `Config::resolve`\"""", ""\""fn editable\"""", ""\""_target(path: &Path)\"""", ""\""pub(crate) fn editable\"""", ""\""_target\"""", ""\""attention_codex\"""", ""\""attention_codex.rs\"""", ""\""attention_copilot\"""", ""\""attention_copilot.rs\"""", ""\""main\"""", ""\""main.rs\"""", ""\""settings\"""", ""\""settings.rs\"""", ""\""editable\"""", ""\""_target\"""", ""\""{name} resolves a configuration path of its own\""""]"
1f1d2daa	src/attention_ownership.rs	attention_ownership::tests::attention_a_strangers_program_is_never_folios	831	875	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""mytool\"""", ""\""/usr/bin/logger\"""", ""\""/opt/folio/folio\"""", ""r\""C:\\Program Files\\Folio\\folio.exe\"""", ""\""./folio.exe\"""", ""\""FOLIO.EXE\"""", ""\""stranger-{family}\"""", ""\""folio.exe\"""", ""b\""exe\"""", ""\""data\"""", ""\""mytool\"""", ""\""{decision:?}\"""", ""\""mytool\"""", ""\""{family} {decision:?}: {outcome:?} took somebody else's program out\"""", ""\""claude\"""", ""\""{family} {decision:?}: {outcome:?}\"""", ""\""{family} {decision:?}\""""]"
1f1d2daa	src/attention_ownership.rs	attention_ownership::tests::attention_relative_operand_names_nobody_and_is_removable	887	914	NEW	"[""source fixture / path (§6.2(c))""]"	[]	"[""remove""]"	"{""remove"": [{""symbol"": ""impl PreviewPanes::remove"", ""start"": 4534, ""end"": 4537, ""moves"": false}, {""symbol"": ""impl Windows<K, W>::remove"", ""start"": 107574, ""end"": 107578, ""moves"": false}]}"	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""folio.exe\"""", ""\""/opt/folio/folio\"""", ""\""relative-{family}\"""", ""\""this-copy\"""", ""\""data\"""", ""\""folio.exe\"""", ""\""remove\"""", ""\""install\"""", ""\""{family}\"""", ""\""install\"""", ""\""\\\""folio.exe\\\""\"""", ""\""{family}: {after}\""""]"
1f1d2daa	src/attention_ownership.rs	attention_ownership::tests::attention_a_linked_config_is_edited_at_its_target_inside_the_agents_folder	1112	1180	NEW	"[""source fixture / path (§6.2(c))""]"	[]	[]	{}	{}	fixture/manifest input retained in 2a	parsed dependency closure; inferred classification; see test body	[]	"[""\""symlink-{family}\"""", ""\""folio.exe\"""", ""b\""exe\"""", ""\""data\"""", ""\""symlink tests require developer mode on Windows\"""", ""\""managed-config\"""", ""b\""\"""", ""\""{family}\"""", ""\""attention\"""", ""\""{family}: the target is what was written\"""", ""\""{family}: the link itself is untouched\"""", ""\""attention\"""", ""\""{family}: the hooks left with the removal\"""", ""\""elsewhere\"""", ""\""somebody-elses-config\"""", ""b\""user content\"""", ""\""{family}\"""", ""b\""user content\""""]"
1f1d2daa	src/cli.rs	cli::tests::one_command_line_can_carry_a_folder_a_profile_and_a_document	1156	1176	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""\""--cwd\"""", ""r\""D:\\Developer\"""", ""\""--profile\"""", ""\""gitbash\"""", ""r\""D:\\a\\b.rs\"""", ""r\""D:\\Developer\"""", ""\""gitbash\"""", ""r\""D:\\a\\b.rs\""""]"
1f1d2daa	src/cli.rs	cli::tests::a_flag_and_a_positional_folder_is_a_contradiction_and_the_flag_wins	1565	1593	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""r\""D:\\a\"""", ""r\""D:\\b\"""", ""r\""D:\\b\\x.rs\"""", ""\""--cwd\"""", ""r\""D:\\a\"""", ""r\""D:\\b\"""", ""r\""D:\\a\"""", ""r\""D:\\b\"""", ""\""--cwd\"""", ""r\""D:\\a\"""", ""r\""D:\\b\\x.rs\"""", ""r\""D:\\a\"""", ""r\""D:\\b\\x.rs\"""", ""\""a document is not a second place\"""", ""\""--cwd\"""", ""r\""D:\\gone\"""", ""r\""D:\\b\"""", ""r\""D:\\gone\"""", ""r\""D:\\b\""""]"
1f1d2daa	src/clipboard_picture.rs	clipboard_picture::tests::every_encoding_is_judged_by_the_one_ceiling	731	784	NEW	"[""named body / positive requirement""]"	"[""include_str!(\""clipboard_picture.rs\"")""]"	"[""png_from"", ""png_from_dib""]"	"{""png_from"": [], ""png_from_dib"": []}"	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/clipboard_picture.rs:753 clipboard_picture::tests::every_encoding_is_judged_by_the_one_ceiling::SOURCE""]"	"[""\""{width}x{height}\"""", ""\""a picture this process will not carry is refused\"""", ""\""ceiling\"""", ""\""{width}x{height}\"""", ""\""one sentence, carrying the shape and no picture: {refusal}\"""", ""\""and an ordinary screenshot is a picture this paste decodes\"""", ""\""clipboard_picture.rs\"""", ""\""{signature} is declared in this file\"""", ""\""\\n}\\n\"""", ""\""fn png_from(picture: &PictureBytes) -> Result<Vec<u8>, String> {\"""", ""\""\\n        PictureEncoding::\"""", ""\""an encoding was added or removed:\\n{dispatch}\"""", ""\""refuse_oversize\"""", ""\""png_from_dib\"""", ""\""an encoding is decoded without its shape being judged:\\n{arm}\"""", ""\""fn png_from_dib(dib: &[u8]) -> Result<Vec<u8>, String> {\"""", ""\""refuse_oversize\"""", ""\""the arm the dispatch delegates to no longer judges the shape either\""""]"
1f1d2daa	src/context_menu.rs	context_menu::tests::the_classic_registration_is_announced_to_the_shell_as_well	387	413	existing	"[""whole-source prohibition"", ""arity / uniqueness"", ""path / selector (§6.2(c))""]"	[]	[]	{}	{}	retained source file read dynamically: no 2a move	parsed dependency closure; inferred classification; see test body	[]	"[""\""CARGO_MANIFEST_DIR\"""", ""\""src\"""", ""\""context_menu.rs\"""", ""\""this module is a file in this crate\"""", ""\""#[cfg(test)]\"""", ""\""this module carries the suite this test is in\"""", ""\""bt_platform::changing_explorer_menu(\"""", ""\""one wrapper, around the one function that writes\"""", ""\""bt_platform::install_context_menu(\"""", ""\""bt_platform::remove_context_menu(\"""", ""\""{call} is written once, inside that wrapper\""""]"
1f1d2daa	src/diagnostics.rs	diagnostics::tests::a_run_heads_its_log_before_anything_else_can_write_into_it	631	701	NEW	"[""named body / positive requirement"", ""scoped negative""]"	"[""include_str!(\""diagnostics.rs\"")""]"	"[""choose_resident_channel"", ""open_run_log""]"	"{""choose_resident_channel"": [], ""open_run_log"": []}"	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/diagnostics.rs:584 diagnostics::tests::DIAGNOSTICS""]"	"[""\""run-log\"""", ""\""2026-09-20T01:02:03.456Z\"""", ""\""the first launch of all has no previous run to measure a crash report against\"""", ""\""Folio: the window thread held control for 3971 ms on turn 15341\"""", ""\""the log was made\"""", ""\""the log is not empty\"""", ""\""run started\"""", ""\""pid 4242\"""", ""\""2026-09-20T01:02:03.456Z\"""", ""\""diagnostics.log opens with `{header}`, and that first line is what \\\n             smoke.ps1's last step reads and what a bug report is dated by\"""", ""\""Folio: the window thread held control for 3971 ms on turn 15341\"""", ""\""and everything the run says afterwards is under its own header\"""", ""\""2026-09-20T01:03:00.000Z\"""", ""\""a run with a log already there measures against when it was last written\"""", ""\""the log is still there\"""", ""\""run started\"""", ""\""one header per run, and the file is the stack of them\"""", ""\""pid 4243\"""", ""\""the newest run's header is the last line of a file nothing else has written to yet\"""", ""\""run_header\"""", ""\""the channel chooser writes the header again, so a run that kept its \\\n             console or could not open its log writes none:\\n{chooser}\"""", ""\""\\npub fn open_run_log(\"""", ""\""append_note(&log, &run_header(\"""", ""\""the header is no longer written by the step that opens the log\""""]"
1f1d2daa	src/diagnostics.rs	diagnostics::tests::nothing_branches_on_the_two_console_no_ops	872	905	CHANGED	"[""named body / positive requirement"", ""arity / uniqueness""]"	"[""include_str!(\""diagnostics.rs\"")"", ""include_str!(\""main.rs\"")""]"	"[""choose_resident_channel"", ""main""]"	"{""choose_resident_channel"": [], ""main"": [{""symbol"": ""main"", ""start"": 125552, ""end"": 125889, ""moves"": false}]}"	{}	retained subject: no 2a move	parsed dependency closure; inferred classification; see test body	"[""src/diagnostics.rs:584 diagnostics::tests::DIAGNOSTICS"", ""src/diagnostics.rs:873 diagnostics::tests::nothing_branches_on_the_two_console_no_ops::MAIN""]"	"[""\""main.rs\"""", ""\""\\nfn main() -> Result<()> {\"""", ""\""main.rs\"""", ""\""adopt_parent_console\"""", ""\""diagnostics.rs\"""", ""\""detach_console\"""", ""\""    bt_platform::{call}();\\n\"""", ""\""`{call}` is not called for its effect alone in {where_it_is}; a \\\n                 platform whose answer to it is a constant would be taking a \\\n                 branch on that constant:\\n{caller}\"""", ""\""bt_platform::{call}\"""", ""\""`{call}` is named twice in that function in {where_it_is}, so \\\n                 one of the two is reading what it answers:\\n{caller}\"""", ""\""if bt_platform::redirect_std_streams_to_file(&log) {\"""", ""\""the channel is no longer chosen off the door that reports whether \\\n             the log file took the streams, which is the one door here that can \\\n             fail on every platform\""""]"
1f1d2daa	src/diagnostics.rs	diagnostics::bt_environment_doc_tests::every_bt_name_in_the_source_is_in_the_document_and_the_reverse	1162	1182	existing	"[""whole-source prohibition"", ""named body / positive requirement""]"	"[""include_str!(\""../../../docs/BT-ENVIRONMENT.md\"")""]"	[]	{}	{}	recursive enumeration: coverage retained in 2a	parsed dependency closure; inferred classification; see test body	"[""src/diagnostics.rs:1062 diagnostics::bt_environment_doc_tests::DOCUMENT""]"	"[""\""these names are in the source and not in docs/BT-ENVIRONMENT.md: {undocumented:?}\"""", ""\""these names are in docs/BT-ENVIRONMENT.md and not in the source: {stale:?}\""""]"
1f1d2daa	src/diagnostics.rs	diagnostics::bt_environment_doc_tests::the_document_names_both_directories_the_product_writes_under	1212	1215	existing	"[""named body / positive requirement""]"	"[""include_str!(\""../../../docs/BT-ENVIRONMENT.md\"")""]"	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/diagnostics.rs:1062 diagnostics::bt_environment_doc_tests::DOCUMENT""]"	"[""r\""%APPDATA%\\Folio\"""", ""r\""%LOCALAPPDATA%\\Folio\\WebView2\""""]"
1f1d2daa	src/file_peek.rs	file_peek::tests::the_cards_middle_is_left_to_the_document_and_written_by_nobody_else	2395	2457	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""\""a text file is a document, not a list of lines\"""", ""\""\"""", ""\""the card wrote its own body: {trespassers:?}\"""", ""\""and put no picture in a document's box\"""", ""\""main.rs\"""", ""\""the head still names the file\"""", ""\""and the foot still says how to open it\"""", ""\""the body box is as tall as the document said: {:?}\""""]"
1f1d2daa	src/file_peek.rs	file_peek::tests::crossing_the_rows_under_the_corridor_does_not_move_the_card_but_resting_does	3555	3583	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""\""tree/a.rs\"""", ""\""tree/b.rs\"""", ""\""tree/c.rs\"""", ""\""the dwell is the intent, so there is one number and this is it\""""]"
1f1d2daa	src/file_reads_source_tests.rs	file_reads_source_tests::file_reads_every_product_content_door_has_a_lane	223	262	NEW	"[""named body / positive requirement"", ""whole-source prohibition""]"	"[""include_str!(\""animation.rs\"")""]"	[]	{}	{}	retained source file read dynamically: no 2a move	parsed dependency closure; inferred classification; see test body	"[""src/file_reads_source_tests.rs:223 file_reads_source_tests::file_reads_every_product_content_door_has_a_lane""]"	"[""\""CARGO_MANIFEST_DIR\"""", ""\""src/main.rs\"""", ""\""file_reads_doors.txt\"""", ""\""count and door\"""", ""\""a content or generic read/open door changed; classify it and pin its counting owner\"""", ""\""preview.rs: read_up_to\"""", ""\""pdf.rs: read_capped\"""", ""\""pdf.rs: page_count\"""", ""\""attention_words.rs: lede_in_tail\"""", ""\""attention_wire.rs: payload_on_stdin\"""", ""\""git.rs: drain\"""", ""\""shell_integration.rs: read_profile_for_edit\"""", ""\""animation.rs: read\"""", ""\""{owner} lost its counting adapter\"""", ""\""animation.rs\"""", ""\""file_reads::LEDGER.add(\"""", ""\""Lane::Animation\"""", ""\""Lane::Peek\""""]"
1f1d2daa	src/file_reads_source_tests.rs	file_reads_source_tests::file_reads_reporting_borrows_the_watchdog_and_installs_no_wake	286	311	NEW	"[""named body / positive requirement"", ""scoped negative"", ""arity / uniqueness""]"	"[""include_str!(\""file_reads.rs\"")"", ""include_str!(\""hang_watch.rs\"")""]"	"[""watch_forever""]"	"{""watch_forever"": []}"	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	"[""src/file_reads_source_tests.rs:286 file_reads_source_tests::file_reads_reporting_borrows_the_watchdog_and_installs_no_wake""]"	"[""\""file_reads.rs\"""", ""\""#[cfg(test)]\"""", ""\""thread::spawn\"""", ""\""spawn_at_priority\"""", ""\""Instant::now\"""", ""\""ControlFlow::\"""", ""\""sleep(\"""", ""\""WaitUntil\"""", ""\""the reporting clock acquired its own wake: {forbidden}\"""", ""\""hang_watch.rs\"""", ""\""fn watch_forever(\"""", ""\""\\n}\\n\"""", ""\""reads.tick(\"""", ""\""match watch.poll(now_ms,\"""", ""\""reads.tick(\\n            now_ms,\"""", ""\""!ledger.changed() && !trace && !self.reporter.active()\""""]"
1f1d2daa	src/files.rs	files::tests::only_opened_folders_contribute_rows	1564	1587	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""\""\"""", ""\""src\"""", ""\""a.txt\"""", ""\""/src\"""", ""\""main.rs\"""", ""\""/r\"""", ""\""/src\"""", ""\""/a.txt\"""", ""\""/r\"""", ""\""/src\"""", ""\""/src\"""", ""\""/src/main.rs\"""", ""\""/a.txt\""""]"
1f1d2daa	src/files.rs	files::tests::a_selection_whose_folder_was_read_without_it_is_dead	1711	1723	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""\""\"""", ""\""src\"""", ""\""/src\"""", ""\""main.rs\"""", ""\""/r\"""", ""\""/src/gone.rs\"""", ""\""/r\"""", ""\""/src/main.rs\""""]"
1f1d2daa	src/files.rs	files::tests::a_selection_inside_a_folder_nobody_has_read_is_merely_out_of_sight	1726	1737	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""\""\"""", ""\""src\"""", ""\""/r\"""", ""\""/src/main.rs\"""", ""\""a collapsed or unread folder proves nothing about what is in it\"""", ""\""/r\"""", ""\""/src/main.rs\""""]"
1f1d2daa	src/files.rs	files::tests::ids_and_paths_convert_both_ways	1740	1748	existing	"[""path / selector (§6.2(c))""]"	[]	[]	{}	{}	no 2a subject move identified	parsed dependency closure; inferred classification; see test body	[]	"[""\""\"""", ""\""src\"""", ""\""/src\"""", ""\""/src\"""", ""\""main.rs\"""", ""\""/src/main.rs\"""", ""\""/home/me\"""", ""\""/src/main.rs\"""", ""\""/home/me\"""", ""\""src\"""", ""\""main.rs\"""", ""\""/home/me\"""", ""\""\"""", ""\""/home/me\""""]"
